ShipTrip,Section,Station,Lat,Lon,Date,Day,Month,Year,TimeUTC,Season,T#,SampleID,TowDepth,DW_small,DW_large,corrDW_small,corrDW_large,Comments,NewShipTrip,UID,NewSampleID,EmptySampleID
TEL302,HIB,HIB-04,46.75,-48.68,2000-05-01,1,5,2000,12:25:00,Spring,2612,,75,0.178,0.204,0.356,0.408,,39302,39302023,221188,
TEL302,HIB,HIB-05,46.75,-48.76,2000-05-01,1,5,2000,13:38:00,Spring,2613,,70,0.226,0.238,0.452,0.476,,39302,39302023,221190,
TEL302,HIB,HIB-06,46.73,-48.78,2000-05-01,1,5,2000,14:43:00,Spring,2614,,66,0.012,1.132,0.024,2.264,,39302,39302023,221192,
TEL302,HIB,HIB-07,46.75,-48.81,2000-05-01,1,5,2000,15:35:00,Spring,2615,,68,0.024,1.77,0.048,3.54,,39302,39302023,221194,
TEL302,HIB,HIB-08,46.77,-48.78,2000-05-01,1,5,2000,16:25:00,Spring,2616,,70,0.179,1.437,0.358,2.874,,39302,39302023,221196,
TEL302,FC,FC-12,47,-48.11666667,2000-05-01,1,5,2000,20:56:00,Spring,2617,,122,0.139,0.992,0.278,1.984,,39302,39302023,221198,
TEL302,FC,FC-14,47,-47.5,2000-05-02,2,5,2000,0:59:00,Spring,2618,,203,0.288,0.596,0.576,1.192,,39302,39302023,221207,
TEL302,FC,FC-15,47,-47.25,2000-05-02,2,5,2000,3:05:00,Spring,2619,,300,0.761,0.944,1.522,1.888,,39302,39302023,221217,
TEL302,FC,FC-17,47,-47.01666667,2000-05-02,2,5,2000,6:33:00,Spring,2620,,300,0.191,1.303,0.382,2.606,,39302,39302023,221227,
TEL302,FC,FC-18,47,-46.83333333,2000-05-02,2,5,2000,9:01:00,Spring,2621,,300,0.024,0.79,0.048,1.58,,39302,39302023,221237,
TEL302,FC,FC-20,47,-46.48333333,2000-05-02,2,5,2000,13:05:00,Spring,2622,,300,0.146,0.913,0.292,1.826,,39302,39302023,221247,
TEL302,BB,BB-13,50,-49,2000-05-03,3,5,2000,19:18:00,Spring,2623,,300,0.008,0.104,0.016,0.208,,39302,39302023,221267,
TEL302,BB,BB-12,49.85,-49.5,2000-05-04,4,5,2000,12:05:00,Spring,2624,,300,0.049,0.765,0.098,1.53,,39302,39302023,221277,
TEL302,BB,BB-11,49.68,-50.02,2000-05-04,4,5,2000,16:18:00,Spring,2625,,300,0.252,1.491,0.504,2.982,,39302,39302023,221287,
TEL302,BB,BB-10,49.52,-50.53,2000-05-04,4,5,2000,20:35:00,Spring,2626,,300,0.127,0.846,0.254,1.692,,39302,39302023,221297,
TEL302,BB,BB-09,49.37,-51.01666667,2000-05-04,4,5,2000,23:45:00,Spring,2627,,300,0.862,1.985,1.724,3.97,,39302,39302023,221307,
TEL302,BB,BB-08,49.28,-51.28,2000-05-05,5,5,2000,2:15:00,Spring,2628,,300,0.872,3.486,1.744,6.972,,39302,39302023,221317,
TEL302,BB,BB-07,49.19,-51.54,2000-05-05,5,5,2000,5:11:00,Spring,2629,,300,0.26,1.091,0.52,2.182,,39302,39302023,221327,
TEL302,BB,BB-06,49.1,-51.83,2000-05-05,5,5,2000,8:25:00,Spring,2630,,280,0.136,0.942,0.272,1.884,,39302,39302023,221337,
TEL302,BB,BB-05,49.03,-52.07,2000-05-05,5,5,2000,10:41:00,Spring,2631,,275,0.236,0.818,0.472,1.636,,39302,39302023,,
TEL302,BB,BB-04,48.92,-52.4,2000-05-05,5,5,2000,13:38:00,Spring,2632,,300,0.07,0.306,0.14,0.612,,39302,39302023,221357,
TEL302,BB,BB-03,48.83,-52.65,2000-05-05,5,5,2000,16:05:00,Spring,2633,,244,0.378,0.38,0.756,0.76,,39302,39302023,221367,
TEL302,BB,BB-01,48.73,-52.97,2000-05-05,5,5,2000,19:16:00,Spring,2634,,92,0.124,0.199,0.248,0.398,,39302,39302023,221377,
TEL302,S27,S27-15,48.24,-49.31,2000-05-06,6,5,2000,9:56:00,Spring,2635,,265,0.65,1.505,1.3,3.01,,39302,39302023,221385,
TEL302,S27,S27-14,48.19,-49.55,2000-05-06,6,5,2000,12:00:00,Spring,2636,,210,0.708,1.264,1.416,2.528,,39302,39302023,221395,
TEL302,S27,S27-12,48.09,-50.02,2000-05-06,6,5,2000,15:09:00,Spring,2637,,155,0.137,0.678,0.274,1.356,,39302,39302023,221405,
TEL302,S27,S27-10,47.99,-50.48,2000-05-06,6,5,2000,17:39:00,Spring,2638,,130,0.106,0.31,0.212,0.62,,39302,39302023,221415,
TEL302,S27,S27-08,47.89,-50.95,2000-05-06,6,5,2000,20:32:00,Spring,2639,,115,0.079,0.312,0.158,0.624,,39302,39302023,221424,
TEL302,S27,S27-06,47.79,-51.42,2000-05-06,6,5,2000,22:52:00,Spring,2640,,134,0.202,0.299,0.404,0.598,,39302,39302023,221433,
TEL302,S27,S27-04,47.68,-51.88,2000-05-07,7,5,2000,1:35:00,Spring,2641,,172,0.237,0.512,0.474,1.024,,39302,39302023,221442,
TEL302,S27,S27-02,47.58,-51.35,2000-05-07,7,5,2000,4:30:00,Spring,2642,,155,0.25,0.313,0.5,0.626,,39302,39302023,,
TEL305,S27,S27-01,47.54666667,-52.58666667,2000-07-14,14,7,2000,23:38:00,Summer,2646,,165,,,,,,39305,39305099,221472,
TEL305,FC,FC-01,47,-52.83166667,2000-07-15,15,7,2000,5:12:00,Summer,2647,,90,0.093,0.184,0.186,0.368,,39305,39305099,221482,
TEL305,FC,FC-03,47,-52.58,2000-07-15,15,7,2000,9:30:00,Summer,2648,,140,0.054,0.077,0.108,0.154,,39305,39305099,221491,
TEL305,FC,FC-04,47,-52.32166667,2000-07-15,15,7,2000,11:31:00,Summer,2649,,118,0.021,0.061,0.042,0.122,,39305,39305099,221500,
TEL305,FC,FC-05,47,-52.03333333,2000-07-15,15,7,2000,13:27:00,Summer,2650,,126,0.088,0.079,0.176,0.158,,39305,39305099,221609,
TEL305,FC,FC-07,47,-51,2000-07-15,15,7,2000,19:15:00,Summer,2651,,92,0.03,0.034,0.06,0.068,,39305,39305099,221619,
TEL305,FC,FC-09,47,-50,2000-07-16,16,7,2000,4:31:00,Summer,2652,,68,0.015,0.02,0.03,0.04,,39305,39305099,221628,
TEL305,FC,FC-10,47,-49.11666667,2000-07-16,16,7,2000,8:37:00,Summer,2653,,66,0.069,0.432,0.138,0.864,,39305,39305099,221635,
TEL305,FC,FC-12,47,-48.11666667,2000-07-16,16,7,2000,13:52:00,Summer,2654,,122,0.089,0.135,0.178,0.27,,39305,39305099,221643,
TEL305,FC,FC-14,47,-47.5,2000-07-16,16,7,2000,17:43:00,Summer,2655,,203,0.211,0.2,0.422,0.4,,39305,39305099,221653,
TEL305,FC,FC-17,47,-47.01666667,2000-07-16,16,7,2000,22:30:00,Summer,2656,,300,0.188,0.206,0.376,0.412,,39305,39305099,221665,
TEL305,FC,FC-20,47,-46.48333333,2000-07-17,17,7,2000,3:52:00,Summer,2657,,300,0.188,0.168,0.376,0.336,,39305,39305099,221677,
TEL305,FC,FC-21,47,-46.01666667,2000-07-17,17,7,2000,6:42:00,Summer,2658,,294,0.194,0.188,0.388,0.376,,39305,39305099,221687,
TEL305,FC,FC-24,47,-45.21333333,2000-07-17,17,7,2000,11:27:00,Summer,2659,,156,0.191,0.238,0.382,0.476,,39305,39305099,221699,
TEL305,FC,FC-26,47,-44.77166667,2000-07-17,17,7,2000,14:19:00,Summer,2660,,136,0.174,0.747,0.348,1.494,,39305,39305099,221710,
TEL305,FC,FC-31,47,-43.83333333,2000-07-17,17,7,2000,20:53:00,Summer,2661,,300,0.179,0.201,0.358,0.402,,39305,39305099,,
TEL305,FC,FC-35,47,-43,2000-07-18,18,7,2000,2:18:00,Summer,2662,,300,0.226,0.233,0.452,0.466,,39305,39305099,221734,
TEL305,BB,BB-13,50,-49,2000-07-19,19,7,2000,5:20:00,Summer,2663,,300,0.207,0.231,0.414,0.462,,39305,39305099,221744,
TEL305,BB,BB-12,49.85,-49.5,2000-07-19,19,7,2000,9:42:00,Summer,2664,,300,0.201,0.193,0.402,0.386,,39305,39305099,221754,
TEL305,BB,BB-11,49.68333333,-50.01666667,2000-07-19,19,7,2000,14:03:00,Summer,2665,,300,0.747,1.126,1.494,2.252,,39305,39305099,221764,
TEL305,BB,BB-10,49.51666667,-50.53333333,2000-07-19,19,7,2000,17:51:00,Summer,2666,,300,0.191,0.216,0.382,0.432,,39305,39305099,221774,
TEL305,BB,BB-08,49.28,-51.28,2000-07-19,19,7,2000,22:41:00,Summer,2667,,300,0.189,0.208,0.378,0.416,,39305,39305099,221785,
TEL305,BB,BB-06,49.1,-51.83,2000-07-20,20,7,2000,2:57:00,Summer,2668,,289,0.187,0.169,0.374,0.338,,39305,39305099,221796,
TEL305,BB,BB-04,48.91666667,-52.4,2000-07-20,20,7,2000,7:24:00,Summer,2669,,300,0.195,0.19,0.39,0.38,,39305,39305099,221807,
TEL305,BB,BB-02,48.8,-52.75,2000-07-20,20,7,2000,10:19:00,Summer,2670,,166,0.189,0.238,0.378,0.476,,39305,39305099,221818,
TEL305,WB,WB-02,50.3,-56.18166667,2000-07-21,21,7,2000,4:33:00,Summer,2671,,300,0.177,0.201,0.354,0.402,,39305,39305099,221830,
TEL305,WB,WB-03,50.45,-55.61666667,2000-07-21,21,7,2000,7:55:00,Summer,2672,,130,0.226,0.235,0.452,0.47,,39305,39305099,221840,
TEL305,WB,WB-04,50.66666667,-55,2000-07-21,21,7,2000,11:14:00,Summer,2673,,152,0.205,0.233,0.41,0.466,,39305,39305099,221850,
TEL305,WB,WB-07,50.945,-54,2000-07-21,21,7,2000,16:33:00,Summer,2674,,216,0.199,0.193,0.398,0.386,,39305,39305099,221861,
TEL305,WB,WB-09,51.225,-53,2000-07-21,21,7,2000,21:52:00,Summer,2675,,300,0.191,0.217,0.382,0.434,,39305,39305099,221872,
TEL305,WB,WB-12,51.5,-52,2000-07-22,22,7,2000,3:31:00,Summer,2676,,300,0.19,0.21,0.38,0.42,,39305,39305099,221884,
TEL305,WB,WB-14,51.64666667,-51.5,2000-07-22,22,7,2000,8:51:00,Summer,2677,,300,0.172,0.189,0.344,0.378,,39305,39305099,221894,
TEL305,WB,WB-16,51.895,-50.6,2000-07-22,22,7,2000,11:46:00,Summer,2678,,300,0.19,0.209,0.38,0.418,,39305,39305099,221906,
TEL305,WB,WB-18,51.99333333,-50.25,2000-07-22,22,7,2000,16:13:00,Summer,2679,,300,0.193,0.192,0.386,0.384,,39305,39305099,221917,
TEL305,SI,SI-13,54.78333333,-53,2000-07-23,23,7,2000,19:43:00,Summer,2680,,300,,,,,,39305,39305099,221930,
TEL305,SI,SI-12,54.63333333,-53.25,2000-07-23,23,7,2000,22:46:00,Summer,2681,,300,0.19,0.239,0.38,0.478,,39305,39305099,221940,
TEL305,SI,SI-10,54.355,-53.73333333,2000-07-24,24,7,2000,2:43:00,Summer,2682,,228,0.177,0.205,0.354,0.41,,39305,39305099,221951,
TEL305,SI,SI-08,54.08166667,-54.21666667,2000-07-24,24,7,2000,7:51:00,Summer,2683,,182,0.226,0.236,0.452,0.472,,39305,39305099,221962,
TEL305,SI,SI-06,53.75666667,-54.77666667,2000-07-24,24,7,2000,11:31:00,Summer,2684,,155,0.205,0.234,0.41,0.468,,39305,39305099,221973,
TEL305,SI,SI-04,53.53333333,-55.145,2000-07-24,24,7,2000,14:28:00,Summer,2685,,193,0.2,0.194,0.4,0.388,,39305,39305099,221983,
TEL305,SI,SI-02,53.33333333,-55.5,2000-07-24,24,7,2000,17:26:00,Summer,2686,,125,0.192,0.217,0.384,0.434,,39305,39305099,221994,
TEL305,MB,MB-02,55.25,-58.43666667,2000-07-25,25,7,2000,14:42:00,Summer,2687,,238,0.19,0.213,0.38,0.426,,39305,39305099,222005,
TEL305,MB,MB-04,55.37166667,-58.145,2000-07-25,25,7,2000,17:26:00,Summer,2688,,172,0.19,0.182,0.38,0.364,,39305,39305099,222016,
TEL305,MB,MB-05,55.47833333,-57.90666667,2000-07-25,25,7,2000,19:39:00,Summer,2689,,113,0.191,0.192,0.382,0.384,,39305,39305099,222025,
TEL305,MB,MB-07,55.67833333,-57.44,2000-07-25,25,7,2000,22:09:00,Summer,2690,,192,0.19,0.242,0.38,0.484,,39305,39305099,222035,
TEL305,MB,MB-10,55.87166667,-56.98333333,2000-07-26,26,7,2000,0:48:00,Summer,2691,,300,0.18,0.205,0.36,0.41,,39305,39305099,222047,
TEL305,BI,BI-09,57.88333333,-58.58333333,2000-07-26,26,7,2000,19:22:00,Summer,2692,,300,0.227,0.238,0.454,0.476,,39305,39305099,222059,
TEL305,BI,BI-07,57.64333333,-59.38333333,2000-07-27,27,7,2000,0:30:00,Summer,2693,,300,0.205,0.234,0.41,0.468,,39305,39305099,222070,
TEL305,BI,BI-05,57.51666667,-59.81666667,2000-07-27,27,7,2000,3:49:00,Summer,2694,,161,0.199,0.193,0.398,0.386,,39305,39305099,222081,
TEL305,BI,BI-04,57.38,-60.25,2000-07-27,27,7,2000,6:07:00,Summer,2695,,178,0.191,0.22,0.382,0.44,,39305,39305099,222090,
TEL305,BI,BI-03,57.25,-60.68333333,2000-07-27,27,7,2000,8:26:00,Summer,2696,,199,0.189,0.241,0.378,0.482,,39305,39305099,222100,
TEL305,BI,BI-02,57.11666667,-61.1,2000-07-27,27,7,2000,10:58:00,Summer,2697,,120,,,,,,39305,39305099,222109,
TEL305,FI,FI-10,50.295,-51.81333333,2000-07-29,29,7,2000,8:53:00,Summer,2698,,290,,,,,,39305,39305099,222119,
TEL305,FI,FI-08,50.2,-52.14166667,2000-07-29,29,7,2000,11:36:00,Summer,2699,,246,,,,,,39305,39305099,222130,
TEL305,FI,FI-05,50.00833333,-52.80166667,2000-07-29,29,7,2000,16:16:00,Summer,2700,,300,,,,,,39305,39305099,222142,
TEL305,S27,S27-01,47.54666667,-52.58666667,2000-07-30,30,7,2000,8:38:00,Summer,2701,,166,,,,,,39305,39305099,222201,
TEL306,S27,S27-01,47.54666667,-52.58666667,2000-08-11,11,8,2000,nan,Summer,57250,,165,0.133,0.199,0.266,0.398,,,,,
TEM309,S27,S27-01,47.54666667,-52.58666667,2000-08-22,22,8,2000,nan,Summer,57251,,165,0.09,0.142,0.18,0.284,,,,,
TEM309,S27,S27-01,47.54666667,-52.58666667,2000-08-31,31,8,2000,nan,Summer,57252,,165,0.243,0.248,0.486,0.496,,,,,
CG206-021,S27,S27-01,47.54666667,-52.58666667,2000-10-02,2,10,2000,14:10:00,,2706,,165,0.27,0.209,0.54,0.418,,,,,
TEL338,S27,S27-01,47.54666667,-52.58666667,2000-10-10,10,10,2000,20:35:00,,2759,,165,0.211,0.18,0.422,0.36,,,,,
TEM319,S27,S27-01,47.54666667,-52.58666667,2000-10-10,10,10,2000,23:59:00,,2760,,160,0.303,0.302,0.606,0.604,,,,,
TEL339,S27,S27-01,47.54666667,-52.58666667,2000-10-21,21,10,2000,23:20:00,,2758,,164,0.206,0.387,0.412,0.774,,,,,
TEM320,S27,S27-01,47.54666667,-52.58666667,2000-10-22,22,10,2000,nan,,2761,,160,0.509,0.536,1.018,1.072,,,,,
TEM320,S27,S27-01,47.54666667,-52.58666667,2000-10-30,30,10,2000,nan,,2762,,160,0.24,0.323,0.48,0.646,,,,,
HUD004,S27,S27-01,47.54666667,-52.58666667,2000-11-01,1,11,2000,13:18:00,Fall,2708,,165,0.212,0.225,0.424,0.45,,,,,
HUD004,SEGB,SEGB-01,46.58333333,-52.93333333,2000-11-01,1,11,2000,21:47:00,Fall,2709,,37,0.122,0.152,0.244,0.304,,,,,
HUD004,SEGB,SEGB-03,46.35,-52.73333333,2000-11-02,2,11,2000,0:23:00,Fall,2710,,160,0.165,0.306,0.33,0.612,,,,,
HUD004,SEGB,SEGB-05,46.07,-52.5,2000-11-02,2,11,2000,4:04:00,Fall,2711,,77,0.148,0.036,0.296,0.072,,,,,
HUD004,SEGB,SEGB-06,45.78833333,-52.26666667,2000-11-02,2,11,2000,7:10:00,Fall,2712,,68,0.083,0.061,0.166,0.122,,,,,
HUD004,SEGB,SEGB-07,45.45833333,-52,2000-11-02,2,11,2000,9:27:00,Fall,2713,,74,0.056,0.029,0.112,0.058,,,,,
HUD004,SEGB,SEGB-08,45.095,-51.7,2000-11-02,2,11,2000,12:21:00,Fall,2714,,68,0.095,0.038,0.19,0.076,,,,,
HUD004,SEGB,SEGB-09,44.725,-51.395,2000-11-02,2,11,2000,14:50:00,Fall,2715,,58,0.029,0.075,0.058,0.15,,,,,
HUD004,SEGB,SEGB-10,44.36333333,-51.10333333,2000-11-02,2,11,2000,17:41:00,Fall,2716,,57,0.072,0.062,0.144,0.124,,,,,
HUD004,SEGB,SEGB-11,44,-50.80833333,2000-11-02,2,11,2000,20:07:00,Fall,2717,,57,0.07,0.03,0.14,0.06,,,,,
HUD004,SEGB,SEGB-12,43.63333333,-50.51666667,2000-11-02,2,11,2000,23:05:00,Fall,2718,,60,0.078,0.378,0.156,0.756,,,,,
HUD004,SEGB,SEGB-13,43.2,-50.16666667,2000-11-03,3,11,2000,2:05:00,Fall,2719,,50,,,,,,,,,
HUD004,SEGB,SEGB-17,42.58833333,-49.68333333,2000-11-03,3,11,2000,10:01:00,Fall,2721,,300,0.019,0.033,0.038,0.066,,,,,
HUD004,SEGB,SEGB-15,42.85,-49.88666667,2000-11-03,3,11,2000,nan,Fall,,,,,,,,,,,,
HUD004,FC,FC-33,47,-43.4,2000-11-05,5,11,2000,1:17:00,Fall,2722,,300,0.167,0.561,0.334,1.122,,,,,
HUD004,FC,FC-18,47,-46.83333333,2000-11-06,6,11,2000,3:22:00,Fall,2723,,300,0.156,0.286,0.312,0.572,,,,,
HUD004,FC,FC-15,47,-47.25,2000-11-06,6,11,2000,10:13:00,Fall,2724,,300,0.102,0.508,0.204,1.016,,,,,
HUD004,FC,FC-14,47,-47.5,2000-11-06,6,11,2000,13:12:00,Fall,2725,,200,0.087,0.154,0.174,0.308,,,,,
HUD004,FC,FC-12,47,-48.11666667,2000-11-06,6,11,2000,16:12:00,Fall,2726,,122,0.012,0.008,0.024,0.016,,,,,
HUD004,FC,FC-10,47,-49.11666667,2000-11-06,6,11,2000,20:48:00,Fall,2727,,69,0.025,0.02,0.05,0.04,,,,,
HUD004,FC,FC-09,47,-50,2000-11-07,7,11,2000,0:39:00,Fall,2728,,66,0.048,0.053,0.096,0.106,,,,,
HUD004,FC,FC-07,47,-51,2000-11-07,7,11,2000,4:53:00,Fall,2729,,83,0.075,0.067,0.15,0.134,,,,,
HUD004,FC,FC-06,47,-51.485,2000-11-07,7,11,2000,7:33:00,Fall,2730,,87,0.076,0.031,0.152,0.062,,,,,
HUD004,FC,FC-05,47,-52.03333333,2000-11-07,7,11,2000,10:05:00,Fall,2731,,120,0.111,0.191,0.222,0.382,,,,,
HUD004,FC,FC-04,47,-52.32166667,2000-11-07,7,11,2000,12:28:00,Fall,2732,,113,0.089,0.173,0.178,0.346,,,,,
HUD004,FC,FC-03,47,-52.58,2000-11-07,7,11,2000,14:55:00,Fall,2733,,144,0.112,0.176,0.224,0.352,,,,,
HUD004,FC,FC-02,47,-52.71,2000-11-07,7,11,2000,17:15:00,Fall,2734,,176,0.149,0.483,0.298,0.966,,,,,
HUD004,FC,FC-01,47,-52.83166667,2000-11-07,7,11,2000,18:49:00,Fall,2735,,76,0.111,0.287,0.222,0.574,,,,,
HUD004,S27,S27-01,47.54666667,-52.58666667,2000-11-07,7,11,2000,23:03:00,Fall,2736,,166,0.217,0.367,0.434,0.734,,,,,
HUD004,BB,BB-01,48.73333333,-52.96666667,2000-11-08,8,11,2000,5:57:00,Fall,2737,,88,0.101,0.116,0.202,0.232,,,,,
HUD004,BB,BB-03,48.83333333,-52.65,2000-11-08,8,11,2000,8:49:00,Fall,2738,,240,0.126,0.454,0.252,0.908,,,,,
HUD004,BB,BB-04,48.91666667,-52.4,2000-11-08,8,11,2000,12:22:00,Fall,2739,,300,0.471,3.974,0.942,7.948,,,,,
HUD004,BB,BB-05,49.03,-52.06666667,2000-11-08,8,11,2000,14:49:00,Fall,2740,,279,0.254,3.248,0.508,6.496,,,,,
HUD004,BB,BB-06,49.1,-51.83,2000-11-08,8,11,2000,17:35:00,Fall,2741,,281,0.183,1.115,0.366,2.23,,,,,
HUD004,BB,BB-07,49.19,-51.54166667,2000-11-08,8,11,2000,19:20:00,Fall,2742,,300,0.372,1.526,0.744,3.052,,,,,
HUD004,BB,BB-08,49.28,-51.28,2000-11-08,8,11,2000,21:27:00,Fall,2743,,300,0.103,1.125,0.206,2.25,,,,,
HUD004,BB,BB-09,49.36666667,-51.01666667,2000-11-09,9,11,2000,0:16:00,Fall,2744,,300,0.039,0.599,0.078,1.198,,,,,
HUD004,BB,BB-10,49.51666667,-50.53333333,2000-11-09,9,11,2000,2:42:00,Fall,2745,,300,0.047,0.459,0.094,0.918,,,,,
HUD004,BB,BB-12,49.85,-49.5,2000-11-09,9,11,2000,8:53:00,Fall,2746,,300,0.04,0.196,0.08,0.392,,,,,
HUD004,BB,BB-13,50,-49,2000-11-09,9,11,2000,13:07:00,Fall,2747,,300,0.032,0.087,0.064,0.174,,,,,
HUD004,BB,BB-14,50.17666667,-48.47166667,2000-11-09,9,11,2000,16:43:00,Fall,2748,,300,0.028,0.033,0.056,0.066,,,,,
HUD004,BB,BB-11,49.68333333,-50.01666667,2000-11-09,9,11,2000,15:27:00,Fall,,,,,,,,No sample?,,,,
HUD004,S27,S27-07,47.84,-51.19,2000-11-10,10,11,2000,nan,Fall,,,,,,,,,,,,
HUD004,S27,S27-09,47.94,-50.72,2000-11-10,10,11,2000,nan,Fall,,,,,,,,,,,,
HUD004,S27,S27-11,48.04,-50.25,2000-11-10,10,11,2000,nan,Fall,,,,,,,,,,,,
HUD004,S27,S27-13,48.14,-49.78,2000-11-10,10,11,2000,nan,Fall,,,,,,,,,,,,
HUD004,S27,S27-15,48.24,-49.31,2000-11-10,10,11,2000,nan,Fall,,,,,,,,,,,,
HUD004,S27,S27-17,48.35,-48.85,2000-11-10,10,11,2000,nan,Fall,,,,,,,,,,,,
HUD004,S27,S27-01,47.54666667,-52.58666667,2000-11-11,11,11,2000,6:43:00,Fall,2757,,163,0.112,0.172,0.224,0.344,,,,,
HUD004,S27,S27-03,47.63,-52.12,2000-11-11,11,11,2000,nan,Fall,,,,,,,,,,,,
HUD004,S27,S27-05,47.74,-51.65,2000-11-11,11,11,2000,nan,Fall,,,,,,,,,,,,
TEM321,S27,S27-01,47.54666667,-52.58666667,2000-11-15,15,11,2000,0:38:00,Fall,2763,,160,0.262,0.433,0.524,0.866,,,,,
TEM321,S27,S27-01,47.54666667,-52.58666667,2000-11-20,20,11,2000,14:35:00,Fall,2764,,160,0.286,0.32,0.572,0.64,,,,,
TEM322,S27,S27-01,47.54666667,-52.58666667,2000-11-21,21,11,2000,17:47:00,Fall,2765,,160,1.14,2.79,2.28,5.58,,,,,
CG206-022,S27,S27-01,47.54666667,-52.58666667,2000-11-30,30,11,2000,14:00:00,Fall,2707,,165,0.164,0.682,0.328,1.364,,,,,
TEM322,S27,S27-01,47.54666667,-52.58666667,2000-12-01,1,12,2000,6:45:00,Fall,2766,,160,0.234,0.505,0.468,1.01,,,,,
TEL342,S27,S27-01,47.54666667,-52.58666667,2000-12-02,2,12,2000,22:37:00,Fall,2767,,165,0.148,0.262,0.296,0.524,,,,,
TEL343,S27,S27-01,47.54666667,-52.58666667,2000-12-18,18,12,2000,21:30:00,Fall,2768,,165,0.212,0.305,0.424,0.61,,39343,39343031,,
TEL352,S27,S27-01,47.54666667,-52.58666667,2001-04-21,21,4,2001,21:12:00,Spring,2773,,165,0.489,0.428,0.978,0.856,,39352,39352023,222153,
TEL352,SEGB,SEGB-01,46.58333333,-52.93333333,2001-04-22,22,4,2001,4:16:00,Spring,2774,,41,0.235,0.225,0.47,0.45,,39352,39352023,222163,
TEL352,SEGB,SEGB-03,46.35,-52.73333333,2001-04-22,22,4,2001,7:04:00,Spring,2775,,163,0.574,1.09,1.148,2.18,,39352,39352023,222169,
TEL352,SEGB,SEGB-05,46.07,-52.5,2001-04-22,22,4,2001,10:11:00,Spring,2776,,81,0.052,0.091,0.104,0.182,,39352,39352023,222180,
TEL352,SEGB,SEGB-06,45.78833333,-52.26666667,2001-04-22,22,4,2001,13:28:00,Spring,2777,,71,0.176,0.01,0.352,0.02,,39352,39352023,222188,
TEL352,SEGB,SEGB-07,45.45833333,-52,2001-04-22,22,4,2001,16:40:00,Spring,2778,,70,0.113,0.111,0.226,0.222,,39352,39352023,222195,
TEL352,SEGB,SEGB-08,45.095,-51.7,2001-04-22,22,4,2001,19:53:00,Spring,2779,,60,0.026,0.179,0.052,0.358,,39352,39352023,222684,
TEL352,SEGB,SEGB-09,44.725,-51.395,2001-04-22,22,4,2001,23:04:00,Spring,2780,,60,0.04,0.037,0.08,0.074,,39352,39352023,222691,
TEL352,SEGB,SEGB-10,44.36333333,-51.10333333,2001-04-23,23,4,2001,2:12:00,Spring,2781,,63,0.08,0.06,0.16,0.12,,39352,39352023,222698,
TEL352,SEGB,SEGB-11,44,-50.80833333,2001-04-23,23,4,2001,5:27:00,Spring,2782,,63,0.095,0.223,0.19,0.446,,39352,39352023,222705,
TEL352,SEGB,SEGB-12,43.63333333,-50.51666667,2001-04-23,23,4,2001,8:44:00,Spring,2783,,56,0.086,0.022,0.172,0.044,,39352,39352023,222712,
TEL352,SEGB,SEGB-13,43.2,-50.16666667,2001-04-23,23,4,2001,12:34:00,Spring,2784,,55,0.112,0.029,0.224,0.058,,39352,39352023,222719,
TEL352,SEGB,SEGB-15,42.85,-49.88666667,2001-04-23,23,4,2001,16:43:00,Spring,2785,,360,,,,,,39352,39352023,222727,
TEL352,SEGB,SEGB-17,42.58833333,-49.68333333,2001-04-23,23,4,2001,21:22:00,Spring,2786,,1000,0.157,1.632,0.314,3.264,,39352,39352023,222738,
TEL352,SEGB,SEGB-19,42.08166667,-49.27,2001-04-24,24,4,2001,5:23:00,Spring,2787,,1000,0.009,0.033,0.018,0.066,,39352,39352023,222749,
TEL352,FC,FC-37,47,-42.5,2001-04-25,25,4,2001,19:39:00,Spring,2788,,1000,0.089,1.291,0.178,2.582,,39352,39352023,222760,
TEL352,FC,FC-35,47,-43,2001-04-26,26,4,2001,1:52:00,Spring,2789,,1000,0.157,2.357,0.314,4.714,,39352,39352023,222771,
TEL352,FC,FC-33,47,-43.4,2001-04-26,26,4,2001,7:34:00,Spring,2790,,1000,0.06,1.541,0.12,3.082,,39352,39352023,222782,
TEL352,FC,FC-31,47,-43.83333333,2001-04-26,26,4,2001,12:18:00,Spring,2791,,557,0.048,1.377,0.096,2.754,,39352,39352023,222793,
TEL352,FC,FC-29,47,-44.23166667,2001-04-26,26,4,2001,15:51:00,Spring,2792,,260,0.03,0.626,0.06,1.252,,39352,39352023,222804,
TEL352,FC,FC-26,47,-44.77166667,2001-04-26,26,4,2001,19:47:00,Spring,2793,,136,0.028,0.369,0.056,0.738,,39352,39352023,222816,
TEL352,FC,FC-24,47,-45.21333333,2001-04-26,26,4,2001,23:29:00,Spring,2794,,155,0.052,0.513,0.104,1.026,,39352,39352023,222827,
TEL352,FC,FC-21,47,-46.01666667,2001-04-27,27,4,2001,5:08:00,Spring,2795,,294,0.026,0.681,0.052,1.362,,39352,39352023,222839,
TEL352,FC,FC-20,47,-46.48333333,2001-04-27,27,4,2001,7:50:00,Spring,2796,,341,0.024,1.013,0.048,2.026,,39352,39352023,222849,
TEL352,FC,FC-18,47,-46.83333333,2001-04-27,27,4,2001,11:12:00,Spring,2797,,1000,0.071,1.588,0.142,3.176,,39352,39352023,,
